,title,pays,deadline,lien,remaining_times
494,Fourniture d’un kit de licences à la SONABEL,burkina-faso,2023-10-10,https://www.j360.info/appels-d-offres/39548526-fourniture-dun-kit-de-licences-%C3%A0-la-sonabel/,1.0 days
495,APPEL À MANIFESTATION D’INTÉRÊT EN POUR LA CONSTITUTION D’UN RÉPERTOIRE DE FOURNISSEURS ET PRESTATAIRES POUR L’ANNÉE 2023,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39544161-appel-%C3%A0-manifestation-dint%C3%A9r%C3%AAt-en-pour-la-constitution-dun-r%C3%A9pertoire/,4.0 days
496,Assistance technique pour l’organisation d’un Hackathon,burkina-faso,2023-10-14,https://www.j360.info/appels-d-offres/39556070-assistance-technique-pour-lorganisation-dun-hackathon/,5.0 days
497,"Constitution d’un répertoire de fournisseurs et de prestataires de la Direction Régionale de la Solidarité, de l’Action Humanitaire, de la Réconciliation Nationale, du Genre et de la Famille du Plateau …",burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39512223-constitution-dun-r%C3%A9pertoire-de-fournisseurs-et-de-prestataires-de-la/,4.0 days
498,Acquisitions de matériels informatiques pour le fonctionnement des services de la mairie de Pouytenga,burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39512216-acquisitions-de-mat%C3%A9riels-informatiques-pour-le-fonctionnement-des-services-de/,0.0 days
499,Travaux de raccordement par fibre optique du bâtiment commercial et autres entrées au profit de la SONABHY à Bingo,burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39512209-travaux-de-raccordement-par-fibre-optique-du-b%C3%A2timent-commercial-et/,0.0 days
500,Recrutement d’un consultant pour assurer l’extension des comptes et la souscription au support de la messagerie professionnelle,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39512210-recrutement-dun-consultant-pour-assurer-lextension-des-comptes-et-la/,4.0 days
501,L’ACQUISITION D’EQUIPEMENTS ET DE MATERIELS INFORMATIQUES AU PROFIT DE LA LONAB,burkina-faso,2023-10-30,https://www.j360.info/appels-d-offres/39512206-lacquisition-dequipements-et-de-materiels-informatiques-au-profit-de-la/,21.0 days
502,Recrutement d’un consultant pour accompagner le BUMIGEB dans la conception et la mise en place d’un système de gestion de bases de données relationnelles robuste et d’une interface SIG,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39512211-recrutement-dun-consultant-pour-accompagner-le-bumigeb-dans-la-conception/,4.0 days
503,"Constitution d’une base de données de fournisseurs/prestataires de la Direction Provinciale de l’Education Préscolaire, Primaire et Non Formelle de la Comoé pour l’année 2023",burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39498558-constitution-dune-base-de-donn%C3%A9es-de-fournisseursprestataires-de-la-direction/,4.0 days
504,Constitution d’une base de données de fournisseurs/prestataires du District Sanitaire de Mangodara pour l’année 2023,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39498559-constitution-dune-base-de-donn%C3%A9es-de-fournisseursprestataires-du-district-sanitaire/,4.0 days
505,Constitution d’une base de données des prestataires de la Mairie de Kampti. relatif à la constitution d’une base de données des prestataires de la Mairie de Kampti.,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39498562-constitution-dune-base-de-donn%C3%A9es-des-prestataires-de-la-mairie/,4.0 days
506,Liste des Fournisseurs/ Prestataires à constituer pour les demandes de cotations de la Direction Provinciale de L’Education Préscolaire Primaire et Non Formelle du Ganzourgou,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39498561-liste-des-fournisseurs-prestataires-%C3%A0-constituer-pour-les-demandes-de/,4.0 days
507,TOP 100 BEST IMAGES of Campina Photographic Exhibitions Soci,burkina-faso,2023-11-01,https://www.j360.info/appels-d-offres/39488086-top-100-best-images-of-campina-photographic-exhibitions-soci/,23.0 days
508,APPEL D’OFFRES POUR LA CONSTITUTION D’UN REPERTOIRE DE PRESTATAIRES ET DE FOURNISSEURS A CONSULTER POUR LES DEMANDES DE COTATION AU PROFIT DE LA DPEPPNF DU NAHOURI AU TITRE DE L’ANNEE …,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39510855-appel-doffres-pour-la-constitution-dun-repertoire-de-prestataires-et/,4.0 days
509,TOP 25 BEST AUTHORS of Campina Photographic Exhibitions Soci,burkina-faso,2023-11-01,https://www.j360.info/appels-d-offres/39467693-top-25-best-authors-of-campina-photographic-exhibitions-soci/,23.0 days
510,ETABLISSEMENT D’UNE LISTE COMPLEMENTAIRE DE FOURNISSEURS/PRESTATAIRES DE SERVICES AU TITRE DE L’ANNEE 2023,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39468376-etablissement-dune-liste-complementaire-de-fournisseursprestataires-de-services-au-titre/,4.0 days
511,Constitution d’une base de données des fournisseurs et prestataires,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39468384-constitution-dune-base-de-donn%C3%A9es-des-fournisseurs-et-prestataires/,4.0 days
512,Constitution de répertoire des fournisseurs et prestataires pour l’année 2023,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39468387-constitution-de-r%C3%A9pertoire-des-fournisseurs-et-prestataires-pour-lann%C3%A9e-2023/,4.0 days
513,Constitution de répertoire des fournisseurs /prestataires pour l’exercice 2023,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39468388-constitution-de-r%C3%A9pertoire-des-fournisseurs-prestataires-pour-lexercice-2023/,4.0 days
514,CONSTITUTION D’UNE BASE DE DONNEES DE FOURNISSEURS/PRESTATAIRES POUR L’ANNEE 2023,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39468389-constitution-dune-base-de-donnees-de-fournisseursprestataires-pour-lannee-2023/,4.0 days
515,APPEL D’OFFRES POUR LA CONSTITUTION DE RÉPERTOIRE DES FOURNISSEURS /PRESTATAIRES POUR L’EXERCICE 2023 (MSAHRNGF),burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39479824-appel-doffres-pour-la-constitution-de-r%C3%A9pertoire-des-fournisseurs-prestataires/,4.0 days
516,APPEL D’OFFRES POUR LA CONSTITUTION DE RÉPERTOIRE DES FOURNISSEURS /PRESTATAIRES POUR L’EXERCICE 2023 (SAF) (REST),burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39479823-appel-doffres-pour-la-constitution-de-r%C3%A9pertoire-des-fournisseurs-prestataires/,4.0 days
517,APPEL D’OFFRES POUR LA CONSTITUTION DE RÉPERTOIRE DES FOURNISSEURS /PRESTATAIRES POUR L’EXERCICE 2023 (REST),burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39479822-appel-doffres-pour-la-constitution-de-r%C3%A9pertoire-des-fournisseurs-prestataires/,4.0 days
518,APPEL D’OFFRES POUR LA CONSTITUTION DE RÉPERTOIRE DES FOURNISSEURS /PRESTATAIRES POUR L’EXERCICE 2023 (SAF),burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39479821-appel-doffres-pour-la-constitution-de-r%C3%A9pertoire-des-fournisseurs-prestataires/,4.0 days
519,APPEL D’OFFRES POUR LA CONSTITUTION DE RÉPERTOIRE DES FOURNISSEURS ET PRESTATAIRES POUR L’ANNÉE 2023 (RCOS),burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39479820-appel-doffres-pour-la-constitution-de-r%C3%A9pertoire-des-fournisseurs-et/,4.0 days
520,APPEL D’OFFRES POUR L’ETABLISSEMENT D’UNE LISTE COMPLEMENTAIRE DE FOURNISSEURS/PRESTATAIRES DE SERVICES AU TITRE DE L’ANNEE 2023,burkina-faso,2023-10-13,https://www.j360.info/appels-d-offres/39583195-appel-doffres-pour-letablissement-dune-liste-complementaire-de-fournisseursprestataires-de/,4.0 days
521,Fourniture et installation de matériels informatiques,burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39440733-fourniture-et-installation-de-mat%C3%A9riels-informatiques/,0.0 days
522,Constitution de son répertoire des fournisseurs /prestataires pour l’exercice 2023,burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39412525-constitution-de-son-r%C3%A9pertoire-des-fournisseurs-prestataires-pour-lexercice-2023/,0.0 days
523,Constitution d’une base de données des prestataires de la Commune de Séguénéga au titre de l’année 2023,burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39412530-constitution-dune-base-de-donn%C3%A9es-des-prestataires-de-la-commune/,0.0 days
524,Constitution de son répertoire des fournisseurs /prestataires pour l’exercice 2023,burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39412528-constitution-de-son-r%C3%A9pertoire-des-fournisseurs-prestataires-pour-lexercice-2023/,0.0 days
525,Liste additive du répertoire des fournisseurs/prestataires 2023 du MFPTPS,burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39412515-liste-additive-du-r%C3%A9pertoire-des-fournisseursprestataires-2023-du-mfptps/,0.0 days
526,APPEL D’OFFRES POUR LA LISTE ADDITIVE DU RÉPERTOIRE DES FOURNISSEURS/PRESTATAIRES 2023 DU MFPTPS,burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39437440-appel-doffres-pour-la-liste-additive-du-r%C3%A9pertoire-des-fournisseursprestataires/,0.0 days
527,Constitution d’une base de données de fournisseurs/prestataires pour l’année 2023 fournisseurs/prestataires pour l’année 2023,burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39412527-constitution-dune-base-de-donn%C3%A9es-de-fournisseursprestataires-pour-lann%C3%A9e-2023/,0.0 days
528,APPEL D’OFFRES POUR LA CONSTITUTION DE SON RÉPERTOIRE DES FOURNISSEURS /PRESTATAIRES POUR L’EXERCICE 2023 (MSHP),burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39583207-appel-doffres-pour-la-constitution-de-son-r%C3%A9pertoire-des-fournisseurs/,0.0 days
529,APPEL D’OFFRES POUR LA CONSTITUTION DE SON RÉPERTOIRE DES FOURNISSEURS /PRESTATAIRES POUR L’EXERCICE 2023 (MSAHRNGF) (REST),burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39583204-appel-doffres-pour-la-constitution-de-son-r%C3%A9pertoire-des-fournisseurs/,0.0 days
530,APPEL D’OFFRES POUR LA CONSTITUTION D’UNE BASE DE DONNÉES DE FOURNISSEURS/PRESTATAIRES POUR L’ANNÉE 2023 (CMDR),burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39583205-appel-doffres-pour-la-constitution-dune-base-de-donn%C3%A9es-de/,0.0 days
531,"APPEL D’OFFRES POUR LA CONSTITUTION D’UNE BASE DE DONNEES DE FOURNISSEURS/PRESTATAIRES AU TITRE DE L’AN-NEE 2023 DE LA DIRECTION PROVINCIALE DE LA SOLIDARITE, DE L’ACTION HUMANITAIRE, DE LA RECONCILIATION NATIONALE, …",burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39583210-appel-doffres-pour-la-constitution-dune-base-de-donnees-de/,0.0 days
532,CONSTITUTION D’UNE BASE DE DONNEES DES FOURNISSEURS ET PRESTATAIRES POUR CONSTITUTION UNE BASE DE DONNEES DES FOURNISSEURS ET PRESTATAIRES POUR LES DEMANDES DE COTATIONS DE LA LES DEMANDES DE COTATIONS …,burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39412523-constitution-dune-base-de-donnees-des-fournisseurs-et-prestataires-pour/,0.0 days
533,"CONSTITUTION D’UNE BASE DE DONNEES DE FOURNISSEURS/PRESTATAIRES AU TITRE DE L’AN- NEE 2023 DE LA DIRECTION PROVINCIALE DE LA SOLIDARITE, DE L’ACTION HUMANITAIRE, DE LA RECONCILIATION NATIONALE, DU GENRE ET …",burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39412524-constitution-dune-base-de-donnees-de-fournisseursprestataires-au-titre-de/,0.0 days
534,Constitution d’un complément de la base de données de fournisseurs/prestataires du CHUR-OHG pour l’année 2023,burkina-faso,2023-10-09,https://www.j360.info/appels-d-offres/39412529-constitution-dun-compl%C3%A9ment-de-la-base-de-donn%C3%A9es-de-fournisseursprestataires/,0.0 days
535,Consultance pour une solution de webscraping pour acquérir des données sur les tensions au Sahel/ consultant for a webscraping solution to capture data on tensions in Central Sahel,burkina-faso,2023-10-10,https://www.j360.info/appels-d-offres/39389982-consultance-pour-une-solution-de-webscraping-pour-acqu%C3%A9rir-des-donn%C3%A9es/,1.0 days
536,Poster For___. International Poster Competition,burkina-faso,2023-12-31,https://www.j360.info/appels-d-offres/39350406-poster-for___-international-poster-competition/,83.0 days
537,NOCTURNAL: A NIGHT PHOTOGRAPHY EXHIBITION,burkina-faso,2023-10-12,https://www.j360.info/appels-d-offres/39350407-nocturnal-a-night-photography-exhibition/,3.0 days
538,Rotterdam Photo 2024 - Project Open Call - Imagine,burkina-faso,2023-10-15,https://www.j360.info/appels-d-offres/39350408-rotterdam-photo-2024-project-open-call-imagine/,6.0 days
539,Call for Competitions,burkina-faso,2023-12-15,https://www.j360.info/appels-d-offres/39290610-call-for-competitions/,67.0 days
540,"AAP Magazine #35 Colors, $1,000 Cash Prizes + Publication",burkina-faso,2023-10-10,https://www.j360.info/appels-d-offres/39239154-aap-magazine-35-colors-1000-cash-prizes-publication/,1.0 days
541,The 5th Chelsea International Photography Competition,burkina-faso,2023-10-23,https://www.j360.info/appels-d-offres/39239155-the-5th-chelsea-international-photography-competition/,14.0 days
542,Chicco Launches New Product Design Challenge: Revolutionary,burkina-faso,2023-10-31,https://www.j360.info/appels-d-offres/39239151-chicco-launches-new-product-design-challenge-revolutionary/,22.0 days
543,MEDITATION ROOFS,burundi,2024-01-31,https://www.j360.info/appels-d-offres/39636888-meditation-roofs/,114.0 days
544,"INTERNATIONAL CALL FOR ART, ArtMaze Magazine Edition 36",burundi,2023-10-19,https://www.j360.info/appels-d-offres/39636887-international-call-for-art-artmaze-magazine-edition-36/,10.0 days
545,Appel à propositions pour la séléction d’une organisation non gouvernementale,burundi,2023-10-17,https://www.j360.info/appels-d-offres/39609738-appel-%C3%A0-propositions-pour-la-s%C3%A9l%C3%A9ction-dune-organisation-non-gouvernementale/,8.0 days
546,RFQ-GESTION DE LA FLOTTE,burundi,2023-10-12,https://www.j360.info/appels-d-offres/39610006-rfq-gestion-de-la-flotte/,3.0 days
547,FuturArc Prize 2024: Architecture for Life After,burundi,2024-02-08,https://www.j360.info/appels-d-offres/39587188-futurarc-prize-2024-architecture-for-life-after/,122.0 days
548,"Avis d'appel d'offres ouvert national N° DNCMP/169/F/2023-2024, relatif à la fourniture et installation d'une machine à laver à la Clinique Prince Louis Rwagasore",burundi,2023-10-17,https://www.j360.info/appels-d-offres/39580588-avis-dappel-doffres-ouvert-national-n-dncmp169f2023-2024-relatif-%C3%A0-la/,8.0 days
549,"Avis d'appel d'offres ouvert national N° DNCMP/170/F/2023-2024, relatif à la fourniture du matériel informatique et bureautique à l'Agence Burundaise de Presse (ABP)",burundi,2023-10-16,https://www.j360.info/appels-d-offres/39580584-avis-dappel-doffres-ouvert-national-n-dncmp170f2023-2024-relatif-%C3%A0-la/,7.0 days
550,"Addendum au DAO N° DNCMP/29/S/2023-2024, relatif au renouvellement des licences et mises à jour logicielles des produits Microsoft à l'OBR",burundi,2023-10-09,https://www.j360.info/appels-d-offres/39580574-addendum-au-dao-n-dncmp29s2023-2024-relatif-au-renouvellement-des-licences/,0.0 days
551,Safelight Paper Solo Shows - Berlin,burundi,2023-10-29,https://www.j360.info/appels-d-offres/39576572-safelight-paper-solo-shows-berlin/,20.0 days
552,TOP 100 BEST IMAGES of Campina Photographic Exhibitions Soci,burundi,2023-11-01,https://www.j360.info/appels-d-offres/39488086-top-100-best-images-of-campina-photographic-exhibitions-soci/,23.0 days
553,TOP 25 BEST AUTHORS of Campina Photographic Exhibitions Soci,burundi,2023-11-01,https://www.j360.info/appels-d-offres/39467693-top-25-best-authors-of-campina-photographic-exhibitions-soci/,23.0 days
554,Support et maintenance des équipements informatiques des Data Centers,burundi,2023-10-16,https://www.j360.info/appels-d-offres/39454174-support-et-maintenance-des-%C3%A9quipements-informatiques-des-data-centers/,7.0 days
555,Poster For___. International Poster Competition,burundi,2023-12-31,https://www.j360.info/appels-d-offres/39350406-poster-for___-international-poster-competition/,83.0 days
556,NOCTURNAL: A NIGHT PHOTOGRAPHY EXHIBITION,burundi,2023-10-12,https://www.j360.info/appels-d-offres/39350407-nocturnal-a-night-photography-exhibition/,3.0 days
557,Rotterdam Photo 2024 - Project Open Call - Imagine,burundi,2023-10-15,https://www.j360.info/appels-d-offres/39350408-rotterdam-photo-2024-project-open-call-imagine/,6.0 days
558,Call for Competitions,burundi,2023-12-15,https://www.j360.info/appels-d-offres/39290610-call-for-competitions/,67.0 days
559,"AAP Magazine #35 Colors, $1,000 Cash Prizes + Publication",burundi,2023-10-10,https://www.j360.info/appels-d-offres/39239154-aap-magazine-35-colors-1000-cash-prizes-publication/,1.0 days
